source,regime,sweep,sweep_value,d,N,average_in_degree,replication,method_internal,method_display,method_stream,cell_base_seed,data_seed,method_seed,paired_across_regimes
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,6,LibraryGreedy,Greedy-BIC,2,20260622,2848171300065154629,1272027884628246868,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,6,OracleDP,Poisson-only DP,3,20260622,2848171300065154629,680094087372851968,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,6,PC-RCIT,PC-RCIT,4,20260622,2848171300065154629,17776809686272553775,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,6,PoissonDAG-ODS,ODS,7,20260622,2848171300065154629,8765034755905710889,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,7,LibraryDP,Proposed DP-BIC,1,20260622,11136885590634126487,11003155581999014877,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,7,LibraryGreedy,Greedy-BIC,2,20260622,11136885590634126487,6562980439056235057,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,7,OracleDP,Poisson-only DP,3,20260622,11136885590634126487,15132772749180589349,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,7,PC-RCIT,PC-RCIT,4,20260622,11136885590634126487,3154162680608806317,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,7,PoissonDAG-ODS,ODS,7,20260622,11136885590634126487,6649335416986357768,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,8,LibraryDP,Proposed DP-BIC,1,20260622,13442067754997682728,2349599069214481311,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,8,LibraryGreedy,Greedy-BIC,2,20260622,13442067754997682728,3823940203091670964,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,8,OracleDP,Poisson-only DP,3,20260622,13442067754997682728,11078562632724882414,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,8,PC-RCIT,PC-RCIT,4,20260622,13442067754997682728,17569276619050126531,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,8,PoissonDAG-ODS,ODS,7,20260622,13442067754997682728,4824914185152729099,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,9,LibraryDP,Proposed DP-BIC,1,20260622,6340601017760694124,9343052430059343299,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,9,LibraryGreedy,Greedy-BIC,2,20260622,6340601017760694124,3653113836302157851,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,9,OracleDP,Poisson-only DP,3,20260622,6340601017760694124,10804924909842787293,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,9,PC-RCIT,PC-RCIT,4,20260622,6340601017760694124,1226920474645521921,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,9,PoissonDAG-ODS,ODS,7,20260622,6340601017760694124,11944159358163744046,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,10,LibraryDP,Proposed DP-BIC,1,20260622,14305275490553917764,184753231187555016,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,10,LibraryGreedy,Greedy-BIC,2,20260622,14305275490553917764,5838839584287292924,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,10,OracleDP,Poisson-only DP,3,20260622,14305275490553917764,17395358682881367183,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,10,PC-RCIT,PC-RCIT,4,20260622,14305275490553917764,16552324061013952697,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,10,PoissonDAG-ODS,ODS,7,20260622,14305275490553917764,8613791210149205787,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,11,LibraryDP,Proposed DP-BIC,1,20260622,6080371104666219509,7491264249717508945,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,11,LibraryGreedy,Greedy-BIC,2,20260622,6080371104666219509,15533627704469170074,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,11,OracleDP,Poisson-only DP,3,20260622,6080371104666219509,5443445446900239293,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,11,PC-RCIT,PC-RCIT,4,20260622,6080371104666219509,13807614615980415026,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,11,PoissonDAG-ODS,ODS,7,20260622,6080371104666219509,10517520733339713508,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,12,LibraryDP,Proposed DP-BIC,1,20260622,2063744951711120695,11635118936701473588,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,12,LibraryGreedy,Greedy-BIC,2,20260622,2063744951711120695,1191401201126424035,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,12,OracleDP,Poisson-only DP,3,20260622,2063744951711120695,16040338251037975253,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,12,PC-RCIT,PC-RCIT,4,20260622,2063744951711120695,1673226251174136453,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,12,PoissonDAG-ODS,ODS,7,20260622,2063744951711120695,2409459278519866655,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,13,LibraryDP,Proposed DP-BIC,1,20260622,17390082893362380632,1819769920243575134,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,13,LibraryGreedy,Greedy-BIC,2,20260622,17390082893362380632,14213270683396722678,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,13,OracleDP,Poisson-only DP,3,20260622,17390082893362380632,9831434128831211958,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,13,PC-RCIT,PC-RCIT,4,20260622,17390082893362380632,5272969005181128967,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,13,PoissonDAG-ODS,ODS,7,20260622,17390082893362380632,1039837571204625156,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,14,LibraryDP,Proposed DP-BIC,1,20260622,17857434393763896059,9978835775201468475,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,14,LibraryGreedy,Greedy-BIC,2,20260622,17857434393763896059,9999811276112799710,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,14,OracleDP,Poisson-only DP,3,20260622,17857434393763896059,14684992164170270152,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,14,PC-RCIT,PC-RCIT,4,20260622,17857434393763896059,8380725422716052966,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,14,PoissonDAG-ODS,ODS,7,20260622,17857434393763896059,13878014644139174004,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,15,LibraryDP,Proposed DP-BIC,1,20260622,2462114344727589404,12820703039271242168,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,15,LibraryGreedy,Greedy-BIC,2,20260622,2462114344727589404,5166780199346424381,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,15,OracleDP,Poisson-only DP,3,20260622,2462114344727589404,1954024302743782099,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,15,PC-RCIT,PC-RCIT,4,20260622,2462114344727589404,563474402761096655,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,15,PoissonDAG-ODS,ODS,7,20260622,2462114344727589404,487833704351476944,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,16,LibraryDP,Proposed DP-BIC,1,20260622,906195815384285413,16544441045868028006,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,16,LibraryGreedy,Greedy-BIC,2,20260622,906195815384285413,11303015477228733807,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,16,OracleDP,Poisson-only DP,3,20260622,906195815384285413,14489985117281415283,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,16,PC-RCIT,PC-RCIT,4,20260622,906195815384285413,12449390081756826962,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,16,PoissonDAG-ODS,ODS,7,20260622,906195815384285413,13269599938534569020,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,17,LibraryDP,Proposed DP-BIC,1,20260622,16422450225285155142,1621340312564371642,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,17,LibraryGreedy,Greedy-BIC,2,20260622,16422450225285155142,1779302129586949563,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,17,OracleDP,Poisson-only DP,3,20260622,16422450225285155142,11365032617010628074,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,17,PC-RCIT,PC-RCIT,4,20260622,16422450225285155142,18403515213033420623,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,17,PoissonDAG-ODS,ODS,7,20260622,16422450225285155142,2136630824012935914,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,18,LibraryDP,Proposed DP-BIC,1,20260622,9292899619899167059,5280064141145020966,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,18,LibraryGreedy,Greedy-BIC,2,20260622,9292899619899167059,4555059436754433572,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,18,OracleDP,Poisson-only DP,3,20260622,9292899619899167059,9089029819759651960,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,18,PC-RCIT,PC-RCIT,4,20260622,9292899619899167059,3547241436334854572,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,18,PoissonDAG-ODS,ODS,7,20260622,9292899619899167059,12014116834125753489,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,19,LibraryDP,Proposed DP-BIC,1,20260622,13433084754844684873,8261513206361806535,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,19,LibraryGreedy,Greedy-BIC,2,20260622,13433084754844684873,14247771999434397289,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,19,OracleDP,Poisson-only DP,3,20260622,13433084754844684873,7905981313006893951,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,19,PC-RCIT,PC-RCIT,4,20260622,13433084754844684873,14586973710151244344,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,19,PoissonDAG-ODS,ODS,7,20260622,13433084754844684873,17108374400322023422,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,20,LibraryDP,Proposed DP-BIC,1,20260622,2799496777327110655,7219157139964069402,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,20,LibraryGreedy,Greedy-BIC,2,20260622,2799496777327110655,14871233467057948142,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,20,OracleDP,Poisson-only DP,3,20260622,2799496777327110655,16506421862321215082,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,20,PC-RCIT,PC-RCIT,4,20260622,2799496777327110655,2823504152617816505,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,20,PoissonDAG-ODS,ODS,7,20260622,2799496777327110655,7266659248345409954,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,21,LibraryDP,Proposed DP-BIC,1,20260622,18057842528477142621,6871116137431269473,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,21,LibraryGreedy,Greedy-BIC,2,20260622,18057842528477142621,16813432482965447734,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,21,OracleDP,Poisson-only DP,3,20260622,18057842528477142621,2177538047173244869,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,21,PC-RCIT,PC-RCIT,4,20260622,18057842528477142621,13175736993050860083,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,21,PoissonDAG-ODS,ODS,7,20260622,18057842528477142621,1334515110587308727,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,22,LibraryDP,Proposed DP-BIC,1,20260622,16319850136651620651,5041544147761377049,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,22,LibraryGreedy,Greedy-BIC,2,20260622,16319850136651620651,17839213989991775787,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,22,OracleDP,Poisson-only DP,3,20260622,16319850136651620651,8152136875244157402,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,22,PC-RCIT,PC-RCIT,4,20260622,16319850136651620651,14603130005103491822,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,22,PoissonDAG-ODS,ODS,7,20260622,16319850136651620651,15454502592166462733,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,23,LibraryDP,Proposed DP-BIC,1,20260622,4327697606763814515,16622044912889891135,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,23,LibraryGreedy,Greedy-BIC,2,20260622,4327697606763814515,6435306388642607806,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,23,OracleDP,Poisson-only DP,3,20260622,4327697606763814515,6316355881887873085,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,23,PC-RCIT,PC-RCIT,4,20260622,4327697606763814515,9830642123443799749,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,23,PoissonDAG-ODS,ODS,7,20260622,4327697606763814515,8605882843859045086,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,24,LibraryDP,Proposed DP-BIC,1,20260622,11234682139885018690,5319040195109421472,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,24,LibraryGreedy,Greedy-BIC,2,20260622,11234682139885018690,8319877536094258577,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,24,OracleDP,Poisson-only DP,3,20260622,11234682139885018690,12209603540877051949,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,24,PC-RCIT,PC-RCIT,4,20260622,11234682139885018690,2158447650654633733,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,24,PoissonDAG-ODS,ODS,7,20260622,11234682139885018690,16804784682831826434,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,25,LibraryDP,Proposed DP-BIC,1,20260622,7580335431413512659,8892721325651872565,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,25,LibraryGreedy,Greedy-BIC,2,20260622,7580335431413512659,11573368257586566396,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,25,OracleDP,Poisson-only DP,3,20260622,7580335431413512659,9835981682625222705,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,25,PC-RCIT,PC-RCIT,4,20260622,7580335431413512659,9449110818639573655,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,25,PoissonDAG-ODS,ODS,7,20260622,7580335431413512659,5878029031246998860,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,26,LibraryDP,Proposed DP-BIC,1,20260622,3596535626098415042,14097235871999376432,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,26,LibraryGreedy,Greedy-BIC,2,20260622,3596535626098415042,1884213199101143448,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,26,OracleDP,Poisson-only DP,3,20260622,3596535626098415042,4523795386154079999,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,26,PC-RCIT,PC-RCIT,4,20260622,3596535626098415042,1613420238219153294,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,26,PoissonDAG-ODS,ODS,7,20260622,3596535626098415042,15510650733394441007,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,27,LibraryDP,Proposed DP-BIC,1,20260622,17942564428663399019,1391395273200849968,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,27,LibraryGreedy,Greedy-BIC,2,20260622,17942564428663399019,17387256576694061821,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,27,OracleDP,Poisson-only DP,3,20260622,17942564428663399019,6715052055589598305,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,27,PC-RCIT,PC-RCIT,4,20260622,17942564428663399019,15224700071478609884,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,27,PoissonDAG-ODS,ODS,7,20260622,17942564428663399019,10348410053850898447,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,28,LibraryDP,Proposed DP-BIC,1,20260622,8831162653915715228,3168292428605986064,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,28,LibraryGreedy,Greedy-BIC,2,20260622,8831162653915715228,18415902468832911405,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,28,OracleDP,Poisson-only DP,3,20260622,8831162653915715228,5038164863741315967,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,28,PC-RCIT,PC-RCIT,4,20260622,8831162653915715228,8792545593361923101,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,28,PoissonDAG-ODS,ODS,7,20260622,8831162653915715228,10211498952340777305,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,29,LibraryDP,Proposed DP-BIC,1,20260622,13904226968774756380,4368625747646318871,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,29,LibraryGreedy,Greedy-BIC,2,20260622,13904226968774756380,4527569255219534676,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,29,OracleDP,Poisson-only DP,3,20260622,13904226968774756380,3283802936166857579,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,29,PC-RCIT,PC-RCIT,4,20260622,13904226968774756380,14121415641713100107,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,29,PoissonDAG-ODS,ODS,7,20260622,13904226968774756380,18007346201829347613,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,30,LibraryDP,Proposed DP-BIC,1,20260622,535254796406752017,11030310633924241886,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,30,LibraryGreedy,Greedy-BIC,2,20260622,535254796406752017,8907761124898404210,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,30,OracleDP,Poisson-only DP,3,20260622,535254796406752017,11691427301962518555,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,30,PC-RCIT,PC-RCIT,4,20260622,535254796406752017,9704360055843046851,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,30,PoissonDAG-ODS,ODS,7,20260622,535254796406752017,14396214026624395671,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,31,LibraryDP,Proposed DP-BIC,1,20260622,14711235345774434524,13885259129908151783,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,31,LibraryGreedy,Greedy-BIC,2,20260622,14711235345774434524,8419981420745902548,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,31,OracleDP,Poisson-only DP,3,20260622,14711235345774434524,9546221166860374874,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,31,PC-RCIT,PC-RCIT,4,20260622,14711235345774434524,9810533990545680488,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,31,PoissonDAG-ODS,ODS,7,20260622,14711235345774434524,1303236559648177851,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,32,LibraryDP,Proposed DP-BIC,1,20260622,16989920581930672955,13116144919954524673,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,32,LibraryGreedy,Greedy-BIC,2,20260622,16989920581930672955,10848427835466528781,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,32,OracleDP,Poisson-only DP,3,20260622,16989920581930672955,17501256246319656792,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,32,PC-RCIT,PC-RCIT,4,20260622,16989920581930672955,3805681811160998468,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,32,PoissonDAG-ODS,ODS,7,20260622,16989920581930672955,13572690081486686544,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,33,LibraryDP,Proposed DP-BIC,1,20260622,7147580767750557161,7153378545366063051,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,33,LibraryGreedy,Greedy-BIC,2,20260622,7147580767750557161,2749427297569706042,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,33,OracleDP,Poisson-only DP,3,20260622,7147580767750557161,11392260739424977806,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,33,PC-RCIT,PC-RCIT,4,20260622,7147580767750557161,6394111343165973229,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,33,PoissonDAG-ODS,ODS,7,20260622,7147580767750557161,8732217633760379408,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,34,LibraryDP,Proposed DP-BIC,1,20260622,346109077627451737,11873348445536892782,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,34,LibraryGreedy,Greedy-BIC,2,20260622,346109077627451737,1848661140588044045,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,34,OracleDP,Poisson-only DP,3,20260622,346109077627451737,2678092377407173877,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,34,PC-RCIT,PC-RCIT,4,20260622,346109077627451737,244100215217589712,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,34,PoissonDAG-ODS,ODS,7,20260622,346109077627451737,8432994135207454793,True
ptsem_final_corrected_core,extended,average_in_degree,1.0,8,3200,1.0,35,LibraryDP,Proposed DP-BIC,1,20260622,8158349013419124196,2282676564182996823,True
