source,regime,sweep,sweep_value,d,N,average_in_degree,replication,cell_base_seed,data_seed,paired_across_regimes
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,58,8449733624100676398,1182941380963183154,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,59,8449733624100676398,18365093656685593347,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,60,8449733624100676398,17716923349913914723,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,61,8449733624100676398,15931260407346904397,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,62,8449733624100676398,1580574344755902531,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,63,8449733624100676398,14088406889459137354,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,64,8449733624100676398,1348552497068647298,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,65,8449733624100676398,14834604000978887483,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,66,8449733624100676398,2382100726216456614,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,67,8449733624100676398,6803378466827908885,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,68,8449733624100676398,678327647005464330,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,69,8449733624100676398,18195031145027271535,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,70,8449733624100676398,7103372128096898353,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,71,8449733624100676398,12034300574306497528,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,72,8449733624100676398,17865247777364014580,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,73,8449733624100676398,15108039895843121542,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,74,8449733624100676398,3337487476001958660,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,75,8449733624100676398,16884072195032989099,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,76,8449733624100676398,12408115321987840326,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,77,8449733624100676398,15971867891867416110,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,78,8449733624100676398,5853354313311240071,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,79,8449733624100676398,8749290642412913954,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,80,8449733624100676398,13325961411192374423,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,81,8449733624100676398,10372773297908989951,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,82,8449733624100676398,3308196687224118094,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,83,8449733624100676398,5499559982744787219,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,84,8449733624100676398,11163849998506228382,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,85,8449733624100676398,16957191337336072354,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,86,8449733624100676398,11235026441514856894,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,87,8449733624100676398,5200197029483192019,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,88,8449733624100676398,12195263053629357249,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,89,8449733624100676398,13039653362202898523,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,90,8449733624100676398,7624825403499250690,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,91,8449733624100676398,16895939144748986192,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,92,8449733624100676398,11775212663893648388,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,93,8449733624100676398,7383203970884718428,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,94,8449733624100676398,771874532568216336,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,95,8449733624100676398,15898784314277810868,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,96,8449733624100676398,4585623825307466087,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,97,8449733624100676398,14891117982387637234,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,98,8449733624100676398,12433513474619716420,True
formal_missing_experiment,extended,average_in_degree,1.0,8,3200,1.0,99,8449733624100676398,8868677432442343524,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,0,4735990165588527764,9420238407343920130,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,1,4735990165588527764,776173938412930650,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,2,4735990165588527764,7371131720830509435,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,3,4735990165588527764,4528022129795823756,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,4,4735990165588527764,783841639177154830,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,5,4735990165588527764,5550910483816158839,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,6,4735990165588527764,8730425540302002815,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,7,4735990165588527764,5090911513153330131,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,8,4735990165588527764,7724847530523503443,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,9,4735990165588527764,15769236277846815091,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,10,4735990165588527764,15969115295493838132,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,11,4735990165588527764,8404085789926548106,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,12,4735990165588527764,5804439923143571700,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,13,4735990165588527764,10122416797477987887,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,14,4735990165588527764,8789252857906171104,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,15,4735990165588527764,10856761105903880511,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,16,4735990165588527764,8408911211398940222,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,17,4735990165588527764,3987027951171220917,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,18,4735990165588527764,17743298732469772451,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,19,4735990165588527764,1219182758254997354,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,20,4735990165588527764,5120834199901193858,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,21,4735990165588527764,2149650683333439986,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,22,4735990165588527764,243469108137587909,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,23,4735990165588527764,2940948674101079581,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,24,4735990165588527764,452686549902834381,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,25,4735990165588527764,14183822316492668610,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,26,4735990165588527764,10039044765235085616,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,27,4735990165588527764,13991691542506798432,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,28,4735990165588527764,16630354796089717293,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,29,4735990165588527764,8655162638400138675,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,30,4735990165588527764,9364934603439260736,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,31,4735990165588527764,6545060383182305774,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,32,4735990165588527764,6067160892712084578,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,33,4735990165588527764,16601060801546155263,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,34,4735990165588527764,8197576513689168347,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,35,4735990165588527764,15621255039742879795,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,36,4735990165588527764,11361126441357211780,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,37,4735990165588527764,18163889808569524024,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,38,4735990165588527764,14919759715987032940,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,39,4735990165588527764,5560626255739466839,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,40,4735990165588527764,2312766354752283064,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,41,4735990165588527764,407392657120096855,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,42,4735990165588527764,9410024275430473957,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,43,4735990165588527764,1521154732238839882,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,44,4735990165588527764,8046826856475204372,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,45,4735990165588527764,16179634240713914812,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,46,4735990165588527764,4641753014924538468,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,47,4735990165588527764,14458794333869548005,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,48,4735990165588527764,17968525428417177969,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,49,4735990165588527764,3390350543533462281,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,50,4735990165588527764,15078336483446209649,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,51,4735990165588527764,52327782824058742,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,52,4735990165588527764,13763319874914340681,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,53,4735990165588527764,13567694206222754605,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,54,4735990165588527764,7277076307653892910,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,55,4735990165588527764,17787648185339119221,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,56,4735990165588527764,15588185960801144776,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,57,4735990165588527764,8184361048235570146,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,58,4735990165588527764,10121246744600103345,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,59,4735990165588527764,8581237138892432430,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,60,4735990165588527764,8797291787429409838,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,61,4735990165588527764,7759592087532987753,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,62,4735990165588527764,15096036607242153247,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,63,4735990165588527764,17369174609135318900,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,64,4735990165588527764,8952660835265042856,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,65,4735990165588527764,11136327132432529287,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,66,4735990165588527764,3601878446261748417,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,67,4735990165588527764,18211054930100011433,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,68,4735990165588527764,4482487872882293275,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,69,4735990165588527764,16657221600944141811,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,70,4735990165588527764,11768043546228969964,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,71,4735990165588527764,7209505064003826057,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,72,4735990165588527764,289736416139490150,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,73,4735990165588527764,6501013403346471575,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,74,4735990165588527764,6194919627774406085,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,75,4735990165588527764,11004105194719027472,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,76,4735990165588527764,14087808665602735763,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,77,4735990165588527764,16106841973545813775,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,78,4735990165588527764,8125677457297967627,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,79,4735990165588527764,11700889873386576064,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,80,4735990165588527764,3981046419267824010,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,81,4735990165588527764,13904861263361118962,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,82,4735990165588527764,13841538408647874069,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,83,4735990165588527764,4087471128198584667,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,84,4735990165588527764,16156122407348507645,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,85,4735990165588527764,2950259750496987099,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,86,4735990165588527764,9590166790390435153,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,87,4735990165588527764,6498654352829634616,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,88,4735990165588527764,4940973180853376744,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,89,4735990165588527764,16725217609560297410,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,90,4735990165588527764,1378698946538837506,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,91,4735990165588527764,7992649318282237672,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,92,4735990165588527764,16606307324393241141,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,93,4735990165588527764,1132403616214921901,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,94,4735990165588527764,7855569976838883426,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,95,4735990165588527764,17303768849258921336,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,96,4735990165588527764,12116227110643870713,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,97,4735990165588527764,1747585937753357257,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,98,4735990165588527764,13144600564196759865,True
formal_missing_experiment,extended,average_in_degree,1.5,8,3200,1.5,99,4735990165588527764,1358888391516506704,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,0,9012296046502388788,7662129581414347273,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,1,9012296046502388788,6863105160923187604,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,2,9012296046502388788,7140348613288934161,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,3,9012296046502388788,17245323570894936251,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,4,9012296046502388788,17114271809700157907,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,5,9012296046502388788,18117458268876995911,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,6,9012296046502388788,7956797719235306039,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,7,9012296046502388788,14003951112341125479,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,8,9012296046502388788,3943047237953325686,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,9,9012296046502388788,15523402605271071569,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,10,9012296046502388788,9379656424131098185,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,11,9012296046502388788,13115827654469945768,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,12,9012296046502388788,16751203774911521723,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,13,9012296046502388788,5723698570238140030,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,14,9012296046502388788,9529550964298722222,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,15,9012296046502388788,3394515026169047544,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,16,9012296046502388788,1865279195821112861,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,17,9012296046502388788,2864776165415567629,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,18,9012296046502388788,16094538252506447657,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,19,9012296046502388788,17458268106903191381,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,20,9012296046502388788,8052535180212476151,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,21,9012296046502388788,9865118899185453648,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,22,9012296046502388788,11827352992978469852,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,23,9012296046502388788,7875462824426377098,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,24,9012296046502388788,12856822951539223718,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,25,9012296046502388788,4905344925192469218,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,26,9012296046502388788,4585570117373828409,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,27,9012296046502388788,6186064715900994582,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,28,9012296046502388788,3890540085914919115,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,29,9012296046502388788,6330153731974364281,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,30,9012296046502388788,404644360199299982,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,31,9012296046502388788,17167933120175844857,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,32,9012296046502388788,11931702273166479924,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,33,9012296046502388788,9469922443813757402,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,34,9012296046502388788,2657110968364635803,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,35,9012296046502388788,5666701647289867320,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,36,9012296046502388788,14575887673912327464,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,37,9012296046502388788,2901987168666185956,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,38,9012296046502388788,690837173125393773,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,39,9012296046502388788,13251806533344819816,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,40,9012296046502388788,16252325366088869338,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,41,9012296046502388788,9003419341291944596,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,42,9012296046502388788,9657352075745564487,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,43,9012296046502388788,3375385879033380487,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,44,9012296046502388788,14728012189997238523,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,45,9012296046502388788,18319501284505779593,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,46,9012296046502388788,16113777121713327799,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,47,9012296046502388788,2807875809141700110,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,48,9012296046502388788,10914546811154947654,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,49,9012296046502388788,13987387194678425046,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,50,9012296046502388788,9880490964034016564,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,51,9012296046502388788,11580132120183753049,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,52,9012296046502388788,10343350112414208793,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,53,9012296046502388788,7952706182463628838,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,54,9012296046502388788,14109411371336838475,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,55,9012296046502388788,18067932592582517881,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,56,9012296046502388788,3033510899317825625,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,57,9012296046502388788,2926829684059169494,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,58,9012296046502388788,2037195268507006480,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,59,9012296046502388788,5996644807600274779,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,60,9012296046502388788,3496482462038921493,True
formal_missing_experiment,extended,average_in_degree,2.0,8,3200,2.0,61,9012296046502388788,7569167145377805092,True
